,Date,Low,High,Open,Close,Volume,Return
0,2021-03-29 15:30:00,4.3696,4.3786,4.3696,4.3764,2327.99,0.002634653714861823
1,2021-03-29 15:31:00,4.3726,4.3824,4.3788,4.3814,2035.42,0.0011424915455624518
2,2021-03-29 15:32:00,4.3763,4.3874,4.3792,4.3869,1320.11,0.001255306523029187
3,2021-03-29 15:33:00,4.383,4.3898,4.388,4.3891,370.97,0.0005014930816751306
4,2021-03-29 15:34:00,4.387,4.3921,4.3882,4.3884,1101.21,-0.00015948599940762698
5,2021-03-29 15:35:00,4.3859,4.3949,4.3859,4.3949,664.62,0.0014811776501686413
6,2021-03-29 15:36:00,4.3924,4.395,4.3949,4.3946,782.35,-6.826093881551198e-05
7,2021-03-29 15:37:00,4.3862,4.3915,4.3899,4.3907,296.11,-0.0008874527829608736
8,2021-03-29 15:38:00,4.3917,4.3943,4.3917,4.3943,766.31,0.0008199148199605766
9,2021-03-29 15:39:00,4.3909,4.3939,4.3921,4.3928,353.3,-0.00034135129599710545
10,2021-03-29 15:40:00,4.3862,4.3906,4.3906,4.3865,653.33,-0.001434164997268339
11,2021-03-29 15:41:00,4.3863,4.3898,4.3866,4.3867,583.25,4.5594437478646554e-05
12,2021-03-29 15:42:00,4.3865,4.3893,4.3893,4.3865,579.79,-4.559235872081402e-05
13,2021-03-29 15:43:00,4.3878,4.3887,4.3887,4.3878,345.01,0.0002963638436110916
14,2021-03-29 15:44:00,4.3812,4.3891,4.3891,4.3812,1064.26,-0.0015041706549980827
15,2021-03-29 15:45:00,4.3835,4.3863,4.3835,4.3846,2889.16,0.0007760430932164386
16,2021-03-29 15:46:00,4.3812,4.3897,4.3873,4.3859,1502.3,0.0002964922683941218
17,2021-03-29 15:47:00,4.383,4.3898,4.3862,4.3898,839.28,0.0008892131603546183
18,2021-03-29 15:48:00,4.3912,4.3925,4.3917,4.3912,124.18,0.0003189211353593624
19,2021-03-29 15:49:00,4.3907,4.3975,4.3908,4.3907,645.19,-0.00011386409182012613
20,2021-03-29 15:50:00,4.3887,4.3991,4.3917,4.3979,355.37,0.001639829639920709
21,2021-03-29 15:51:00,4.3953,4.4,4.3988,4.3964,1081.97,-0.0003410718752131503
22,2021-03-29 15:52:00,4.394,4.4038,4.3988,4.4005,4897.74,0.0009325812028022629
23,2021-03-29 15:53:00,4.3985,4.4065,4.4009,4.4062,418.54,0.001295307351437236
24,2021-03-29 15:54:00,4.4013,4.4057,4.4052,4.4031,1137.22,-0.0007035540828831399
25,2021-03-29 15:55:00,4.4024,4.4063,4.4027,4.4063,1149.62,0.0007267606913310409
26,2021-03-29 15:56:00,4.4027,4.4067,4.4045,4.4067,523.99,9.077911172639119e-05
27,2021-03-29 15:57:00,4.4067,4.4116,4.4067,4.4087,454.05,0.0004538543581364962
28,2021-03-29 15:58:00,4.4054,4.4115,4.4115,4.4075,1193.11,-0.00027218908068138425
29,2021-03-29 15:59:00,4.4039,4.4127,4.4066,4.4118,825.05,0.0009756097560977839
30,2021-03-29 16:00:00,4.4126,4.4261,4.4126,4.4197,4159.63,0.0017906523414477071
31,2021-03-29 16:01:00,4.4206,4.4263,4.4226,4.4254,1883.12,0.0012896802950426167
32,2021-03-29 16:02:00,4.4242,4.4342,4.4269,4.4281,4382.94,0.0006101143399466213
33,2021-03-29 16:03:00,4.4179,4.4262,4.4251,4.4257,1158.63,-0.000541993179919098
34,2021-03-29 16:04:00,4.4129,4.4216,4.4213,4.4129,6080.85,-0.0028921978444088614
35,2021-03-29 16:05:00,4.4081,4.4172,4.4122,4.4081,574.58,-0.0010877200933625542
36,2021-03-29 16:06:00,4.4079,4.4162,4.4099,4.4139,609.57,0.001315759624327839
37,2021-03-29 16:07:00,4.4065,4.4129,4.4129,4.4071,813.51,-0.0015405876888919812
38,2021-03-29 16:08:00,4.4011,4.4099,4.408,4.4011,3104.07,-0.0013614394953598286
39,2021-03-29 16:09:00,4.4019,4.4059,4.4023,4.4019,286.86,0.00018177273863373422
40,2021-03-29 16:10:00,4.4002,4.4101,4.4057,4.4101,2294.75,0.0018628319589266695
41,2021-03-29 16:11:00,4.4001,4.409,4.408,4.4022,1607.56,-0.0017913425999410704
42,2021-03-29 16:12:00,4.3994,4.4083,4.4,4.4063,1852.75,0.0009313525055654193
43,2021-03-29 16:13:00,4.4102,4.4245,4.4102,4.4195,2979.76,0.0029957106869709094
44,2021-03-29 16:14:00,4.4144,4.4203,4.4196,4.4171,1732.13,-0.0005430478560924934
45,2021-03-29 16:15:00,4.4061,4.4166,4.4154,4.4064,457.04,-0.0024224038396232217
46,2021-03-29 16:16:00,4.4035,4.4081,4.4073,4.4035,81.31,-0.0006581336238197233
47,2021-03-29 16:17:00,4.4027,4.4037,4.4037,4.4035,2223.24,0.0
48,2021-03-29 16:18:00,4.3963,4.4073,4.4047,4.3963,526.71,-0.0016350630180538284
49,2021-03-29 16:19:00,4.39,4.396,4.396,4.39,195.24,-0.001433023224074903
50,2021-03-29 16:20:00,4.3868,4.3976,4.389,4.3961,818.84,0.001389521640091207
51,2021-03-29 16:21:00,4.396,4.3985,4.3966,4.3979,1548.58,0.00040945383408019786
52,2021-03-29 16:22:00,4.3953,4.4017,4.3998,4.3953,3891.87,-0.0005911912503695493
53,2021-03-29 16:23:00,4.3885,4.399,4.399,4.3945,1603.61,-0.00018201260437278322
54,2021-03-29 16:24:00,4.3942,4.4005,4.3969,4.3999,4074.75,0.0012288087381955304
55,2021-03-29 16:25:00,4.3967,4.4269,4.3977,4.4269,4039.22,0.00613650310234326
56,2021-03-29 16:26:00,4.4227,4.4326,4.4246,4.4275,2979.68,0.00013553502450935895
57,2021-03-29 16:27:00,4.4277,4.4363,4.4277,4.43,537.87,0.0005646527385656519
58,2021-03-29 16:28:00,4.4328,4.4499,4.4328,4.4456,5482.66,0.0035214446952596123
59,2021-03-29 16:29:00,4.4435,4.4493,4.4455,4.4493,1034.03,0.0008322836062624184
60,2021-03-29 16:30:00,4.4499,4.4635,4.4499,4.4635,27094.33,0.003191513271750601
61,2021-03-29 16:31:00,4.4608,4.4707,4.4641,4.4686,1593.22,0.0011426010977932943
62,2021-03-29 16:32:00,4.4711,4.48,4.4711,4.476,2914.96,0.001655999641945849
63,2021-03-29 16:33:00,4.4442,4.4798,4.4765,4.4584,18867.59,-0.00393208221626451
64,2021-03-29 16:34:00,4.4515,4.4644,4.463,4.4549,4812.98,-0.0007850349901309395
65,2021-03-29 16:35:00,4.4514,4.4644,4.4514,4.4629,4158.64,0.001795775438281355
66,2021-03-29 16:36:00,4.4506,4.4658,4.4603,4.456,6853.57,-0.0015460799032018802
67,2021-03-29 16:37:00,4.4545,4.4731,4.4546,4.471,7102.78,0.003366247755834717
68,2021-03-29 16:38:00,4.4676,4.476,4.4731,4.4679,3946.29,-0.0006933571907850045
69,2021-03-29 16:39:00,4.4729,4.481,4.475,4.4734,4528.9,0.0012310033796636421
70,2021-03-29 16:40:00,4.4697,4.4794,4.4794,4.4758,1431.11,0.0005365046720615663
71,2021-03-29 16:41:00,4.4691,4.4759,4.4759,4.4735,1162.77,-0.0005138746145940676
72,2021-03-29 16:42:00,4.4738,4.4802,4.4754,4.4738,587.64,6.706158488878344e-05
73,2021-03-29 16:43:00,4.4773,4.4917,4.4773,4.4917,7577.83,0.004001072913407011
74,2021-03-29 16:44:00,4.4833,4.4946,4.4919,4.4848,3144.15,-0.001536166707482689
75,2021-03-29 16:45:00,4.4749,4.486,4.4823,4.4769,704.03,-0.0017615055297895976
76,2021-03-29 16:46:00,4.4747,4.4801,4.4769,4.4747,278.07,-0.0004914114677565529
77,2021-03-29 16:47:00,4.46,4.4707,4.4698,4.4637,2399.35,-0.002458265358571521
78,2021-03-29 16:48:00,4.46,4.471,4.46,4.4647,1913.87,0.0002240293926560888
79,2021-03-29 16:49:00,4.4524,4.4672,4.4672,4.4539,5276.02,-0.0024189755190717754
80,2021-03-29 16:50:00,4.4537,4.4593,4.4537,4.4576,1454.29,0.000830732616358798
81,2021-03-29 16:51:00,4.4529,4.4586,4.4546,4.4554,1748.75,-0.0004935391241924769
82,2021-03-29 16:52:00,4.4523,4.4582,4.4554,4.4541,316.24,-0.0002917807604254641
83,2021-03-29 16:53:00,4.452,4.4571,4.454,4.4523,99.04,-0.0004041220448576244
84,2021-03-29 16:54:00,4.4504,4.4538,4.4519,4.4538,541.59,0.0003369045212586741
85,2021-03-29 16:55:00,4.4505,4.4526,4.4505,4.4519,311.62,-0.00042660200278410443
86,2021-03-29 16:56:00,4.4422,4.4549,4.4519,4.4504,3124.42,-0.0003369347918866783
87,2021-03-29 16:57:00,4.444,4.4506,4.4499,4.444,1044.68,-0.0014380729822038862
88,2021-03-29 16:58:00,4.444,4.4496,4.444,4.4496,3011.0,0.0012601260126012814
89,2021-03-29 16:59:00,4.4421,4.4469,4.4431,4.4421,36.37,-0.001685544768069147
90,2021-03-29 17:00:00,4.4401,4.4448,4.4435,4.4424,4949.21,6.753562504235866e-05
