,Date,Low,High,Open,Close,Volume,Return
0,2021-03-29 10:32:00,1755.12,1760.0,1760.0,1756.33,159.7214732,-0.002079557270211807
1,2021-03-29 10:33:00,1753.96,1757.96,1756.35,1754.77,115.55285242,-0.000888215768107381
2,2021-03-29 10:34:00,1754.76,1757.87,1754.77,1757.79,225.67502765,0.0017210232680067161
3,2021-03-29 10:35:00,1757.2,1759.68,1757.8,1759.34,219.36628787,0.0008817890646777293
4,2021-03-29 10:36:00,1758.45,1760.0,1759.34,1758.46,83.8956007,-0.0005001875703387615
5,2021-03-29 10:37:00,1758.47,1759.65,1758.47,1759.14,32.91343487,0.00038670200061430293
6,2021-03-29 10:38:00,1758.17,1759.13,1759.13,1758.64,105.48255506,-0.00028422979410391846
7,2021-03-29 10:39:00,1758.63,1759.83,1758.63,1759.7,29.94749092,0.0006027384797342439
8,2021-03-29 10:40:00,1758.98,1759.6,1759.32,1759.05,18.97744858,-0.0003693811445133477
9,2021-03-29 10:41:00,1759.04,1759.91,1759.05,1759.71,31.09924709,0.000375202524089735
10,2021-03-29 10:42:00,1759.7,1762.04,1759.7,1761.96,249.57996046,0.0012786197725762616
11,2021-03-29 10:43:00,1761.09,1762.85,1761.66,1762.02,21.47165375,3.4052986446875266e-05
12,2021-03-29 10:44:00,1761.74,1762.88,1761.84,1762.53,28.57507554,0.00028944052848434154
13,2021-03-29 10:45:00,1762.77,1764.99,1762.78,1763.89,87.80764832,0.0007716180717491916
14,2021-03-29 10:46:00,1761.95,1763.9,1763.49,1762.69,33.36991137,-0.0006803145320853909
15,2021-03-29 10:47:00,1760.99,1765.55,1762.68,1765.12,172.72907908,0.0013785747919372593
16,2021-03-29 10:48:00,1764.44,1765.97,1765.06,1764.76,35.23693631,-0.0002039521392313004
17,2021-03-29 10:49:00,1763.7,1765.81,1764.78,1764.37,27.12720283,-0.00022099322287461032
18,2021-03-29 10:50:00,1762.64,1764.57,1764.37,1763.15,49.82461673,-0.0006914649421605468
19,2021-03-29 10:51:00,1761.91,1767.82,1763.05,1767.82,176.17995614,0.0026486685761277773
20,2021-03-29 10:52:00,1765.59,1768.23,1768.0,1767.47,56.81829561,-0.00019798395764270005
21,2021-03-29 10:53:00,1763.38,1767.35,1767.34,1764.13,189.89556196,-0.0018897067559845437
22,2021-03-29 10:54:00,1764.13,1766.52,1764.13,1766.52,224.98937745,0.001354775441719136
23,2021-03-29 10:55:00,1766.01,1768.56,1766.51,1767.95,81.06167443,0.0008095011661346518
24,2021-03-29 10:56:00,1767.19,1768.74,1768.14,1768.73,35.64315188,0.0004411889476512165
25,2021-03-29 10:57:00,1768.01,1769.08,1768.73,1768.01,50.09642959,-0.00040707174074050556
