,Date,Low,High,Open,Close,Volume
0,2018-06-18 10:31:00,495.6,495.6,495.59,495.6,25.30383374
1,2018-06-18 10:32:00,495.59,495.6,495.59,495.6,7.7599
2,2018-06-18 10:33:00,495.38,495.6,495.38,495.59,67.52290818
3,2018-06-18 10:34:00,495.54,495.6,495.53,495.6,22.3464
4,2018-06-18 10:35:00,495.38,495.46,495.38,495.46,14.4927
5,2018-06-18 10:36:00,495.43,495.43,495.42,495.43,1.26741904
6,2018-06-18 10:37:00,495.42,495.43,495.23,495.43,50.6942
7,2018-06-18 10:38:00,495.43,495.43,495.42,495.42,14.34744983
8,2018-06-18 10:39:00,495.42,495.43,495.42,495.43,13.48771351
9,2018-06-18 10:40:00,495.43,495.43,495.42,495.43,9.71116256
10,2018-06-18 10:41:00,495.43,495.43,495.34,495.42,3.273
11,2018-06-18 10:42:00,495.42,495.43,495.42,495.43,20.5107
12,2018-06-18 10:43:00,495.44,495.44,495.42,495.42,37.94871053
13,2018-06-18 10:44:00,495.44,495.44,495.43,495.43,35.46155384
14,2018-06-18 10:45:00,495.02,495.44,495.02,495.44,28.15906263
15,2018-06-18 10:46:00,495.23,495.23,495.22,495.23,9.4705
16,2018-06-18 10:47:00,495.45,495.45,495.23,495.23,13.6327
17,2018-06-18 10:48:00,495.39,495.39,495.33,495.33,9.347
18,2018-06-18 10:49:00,495.32,495.6,495.32,495.4,15.20496579
19,2018-06-18 10:50:00,495.52,495.6,495.16,495.43,11.910847
20,2018-06-18 10:51:00,495.23,495.59,495.19,495.19,12.2061
21,2018-06-18 10:52:00,495.46,495.46,495.27,495.27,5.53949841
22,2018-06-18 10:53:00,495.47,495.6,495.46,495.47,65.2132
23,2018-06-18 10:54:00,495.6,495.6,495.45,495.58,7.55397323
24,2018-06-18 10:55:00,495.59,495.6,495.59,495.59,6.5271
25,2018-06-18 10:56:00,495.59,495.59,495.48,495.59,19.16466785
26,2018-06-18 10:57:00,495.87,495.87,495.59,495.6,14.61543806
27,2018-06-18 10:58:00,495.97,495.97,495.67,495.86,8.34726105
28,2018-06-18 10:59:00,496.76,497.0,495.94,495.94,292.36679297
29,2018-06-18 11:00:00,496.2,496.94,496.03,496.54,109.12720002
30,2018-06-18 11:01:00,496.8,497.0,496.21,496.21,12.849014
31,2018-06-18 11:02:00,496.95,496.95,496.79,496.79,7.2792
32,2018-06-18 11:03:00,496.83,496.94,496.79,496.94,22.2464818
33,2018-06-18 11:04:00,496.8,496.82,496.79,496.82,11.5935
34,2018-06-18 11:05:00,496.8,496.98,496.79,496.8,32.86555531
35,2018-06-18 11:06:00,496.8,496.8,496.79,496.79,16.12301989
36,2018-06-18 11:07:00,496.8,496.8,496.79,496.79,14.20526861
37,2018-06-18 11:08:00,496.79,496.79,496.79,496.79,3.9025
38,2018-06-18 11:09:00,496.55,496.8,496.55,496.79,72.95836875
39,2018-06-18 11:10:00,496.8,496.8,496.71,496.71,18.76896178
40,2018-06-18 11:11:00,496.8,496.8,496.79,496.79,7.08044639
41,2018-06-18 11:12:00,496.51,496.8,496.51,496.79,49.65235055
42,2018-06-18 11:13:00,496.68,496.79,496.59,496.59,9.4045
43,2018-06-18 11:14:00,496.59,496.8,496.59,496.68,33.23559508
44,2018-06-18 11:15:00,496.77,496.79,496.4,496.68,157.89535171
45,2018-06-18 11:16:00,496.74,496.78,496.74,496.77,47.6918482
46,2018-06-18 11:17:00,496.8,496.8,496.74,496.75,27.32963778
47,2018-06-18 11:18:00,496.8,496.8,496.79,496.8,57.64434184
48,2018-06-18 11:19:00,496.8,496.8,496.79,496.8,22.46347548
49,2018-06-18 11:20:00,496.8,496.8,496.8,496.8,30.3784
50,2018-06-18 11:21:00,496.64,496.8,496.43,496.8,85.36739278
51,2018-06-18 11:22:00,496.52,496.65,496.48,496.54,2.4253587
52,2018-06-18 11:23:00,496.53,496.8,496.53,496.53,31.85385
53,2018-06-18 11:24:00,496.79,496.8,496.53,496.53,14.20553861
54,2018-06-18 11:25:00,496.8,496.8,496.79,496.8,74.46512335
55,2018-06-18 11:26:00,499.52,499.52,496.8,496.8,918.58937739
56,2018-06-18 11:27:00,504.72,504.72,499.53,499.53,956.14298389
57,2018-06-18 11:28:00,506.9,506.9,504.71,504.72,1782.14401628
58,2018-06-18 11:29:00,510.0,510.0,506.9,506.9,924.93300277
59,2018-06-18 11:30:00,512.46,512.47,510.0,510.0,1670.6307022
60,2018-06-18 11:31:00,511.14,512.46,510.99,512.46,510.46722902
61,2018-06-18 11:32:00,511.06,512.32,510.49,511.13,755.85186919
62,2018-06-18 11:33:00,510.29,511.95,510.03,510.91,469.9594899
63,2018-06-18 11:34:00,508.71,510.45,508.67,510.04,100.04731023
64,2018-06-18 11:35:00,508.64,508.91,507.93,508.65,491.39396621
65,2018-06-18 11:36:00,508.85,509.0,508.5,508.9,71.04948247
66,2018-06-18 11:37:00,509.99,510.0,508.86,508.86,438.53907018
67,2018-06-18 11:38:00,510.0,510.0,509.99,509.99,40.50497907
68,2018-06-18 11:39:00,510.0,510.0,509.99,510.0,67.92239221
69,2018-06-18 11:40:00,510.36,510.83,510.0,510.0,246.76556732
70,2018-06-18 11:41:00,510.39,510.4,510.35,510.35,38.01334371
71,2018-06-18 11:42:00,511.14,511.14,510.4,510.4,124.53642502
72,2018-06-18 11:43:00,515.11,515.11,511.14,511.14,1110.88026062
73,2018-06-18 11:44:00,515.4,515.85,514.01,514.94,752.37512538
74,2018-06-18 11:45:00,514.81,515.4,514.4,514.64,323.1393689
75,2018-06-18 11:46:00,515.24,515.25,514.0,514.63,345.1140317
76,2018-06-18 11:47:00,514.41,515.24,514.34,515.24,194.11465798
77,2018-06-18 11:48:00,514.02,514.8,514.02,514.67,43.61844734
78,2018-06-18 11:49:00,513.62,514.03,513.09,514.03,275.26971961
79,2018-06-18 11:50:00,514.5,514.75,513.38,513.7,316.83723759
80,2018-06-18 11:51:00,513.56,514.49,513.56,514.49,120.06010329
81,2018-06-18 11:52:00,513.57,513.57,513.56,513.57,19.563338
82,2018-06-18 11:53:00,513.09,513.56,513.05,513.56,36.4251006
83,2018-06-18 11:54:00,512.29,513.01,512.28,513.01,150.32236601
84,2018-06-18 11:55:00,513.2,513.85,512.29,512.29,126.95341209
85,2018-06-18 11:56:00,512.44,513.14,512.44,513.14,13.34111883
86,2018-06-18 11:57:00,512.06,512.45,512.05,512.45,32.55978921
87,2018-06-18 11:58:00,511.84,512.06,511.84,512.05,159.15665824
88,2018-06-18 11:59:00,512.0,512.5,511.21,511.84,162.28909517
89,2018-06-18 12:00:00,513.85,514.0,512.0,512.0,219.43135013
90,2018-06-18 12:01:00,513.87,513.88,513.82,513.83,265.32614689
91,2018-06-18 12:02:00,513.88,513.88,513.87,513.88,136.67530777
92,2018-06-18 12:03:00,514.0,514.0,512.99,513.88,213.65980507
93,2018-06-18 12:04:00,513.63,514.21,513.39,513.4,134.05178591
94,2018-06-18 12:05:00,513.98,514.0,513.64,513.64,38.81301322
95,2018-06-18 12:06:00,513.32,513.98,513.32,513.98,107.8346
96,2018-06-18 12:07:00,513.17,513.25,513.1,513.25,31.6566505
97,2018-06-18 12:08:00,514.8,514.8,513.43,513.43,174.12565241
98,2018-06-18 12:09:00,514.43,515.37,514.43,514.8,365.78048441
99,2018-06-18 12:10:00,517.29,517.3,514.63,514.63,319.20492269
100,2018-06-18 12:11:00,517.38,517.42,517.3,517.3,153.97093219
101,2018-06-18 12:12:00,520.0,520.0,517.39,517.39,835.15592193
102,2018-06-18 12:13:00,523.22,523.23,520.0,520.0,799.57661912
103,2018-06-18 12:14:00,524.38,525.0,522.58,522.58,362.34166613
104,2018-06-18 12:15:00,521.2,524.38,521.2,524.37,393.69778497
105,2018-06-18 12:16:00,521.25,521.25,520.59,521.19,403.28907586
106,2018-06-18 12:17:00,521.22,521.98,521.22,521.25,127.55347861
107,2018-06-18 12:18:00,519.47,521.01,519.45,521.01,371.40738267
108,2018-06-18 12:19:00,520.76,520.99,519.69,519.69,88.61954996
109,2018-06-18 12:20:00,520.51,521.0,519.78,520.8,143.02833484
110,2018-06-18 12:21:00,519.94,521.0,519.48,520.51,66.24583752
111,2018-06-18 12:22:00,518.73,519.94,518.73,519.76,113.77120187
112,2018-06-18 12:23:00,518.96,518.97,518.74,518.74,16.52854875
113,2018-06-18 12:24:00,518.99,519.0,518.96,518.97,64.02505832
114,2018-06-18 12:25:00,519.23,519.84,518.98,519.0,88.82010215
115,2018-06-18 12:26:00,519.89,519.89,519.36,519.59,44.13525521
116,2018-06-18 12:27:00,519.98,519.98,519.8,519.89,125.42716389
117,2018-06-18 12:28:00,521.0,521.0,519.98,519.98,280.88336071
118,2018-06-18 12:29:00,519.7,520.99,519.7,520.99,257.2610477
119,2018-06-18 12:30:00,519.51,520.11,519.09,519.69,48.9153874
120,2018-06-18 12:31:00,520.0,520.0,519.28,519.5,109.04724882
121,2018-06-18 12:32:00,520.0,520.0,519.99,520.0,74.19772545
122,2018-06-18 12:33:00,520.9,520.9,519.99,520.0,272.89980279
123,2018-06-18 12:34:00,520.48,521.0,520.48,520.9,233.22198764
124,2018-06-18 12:35:00,520.35,520.75,520.09,520.14,39.38636712
125,2018-06-18 12:36:00,520.34,520.35,520.34,520.35,17.7294
126,2018-06-18 12:37:00,520.35,520.35,520.34,520.35,60.76768309
127,2018-06-18 12:38:00,520.15,520.35,520.14,520.35,44.07290815
128,2018-06-18 12:39:00,520.06,520.15,520.06,520.14,154.57845414
129,2018-06-18 12:40:00,518.63,520.07,518.62,520.06,408.69650279
130,2018-06-18 12:41:00,518.36,518.63,518.36,518.62,74.44535969
131,2018-06-18 12:42:00,518.51,518.99,518.35,518.36,251.94953081
132,2018-06-18 12:43:00,518.49,518.88,518.49,518.53,80.7809638
133,2018-06-18 12:44:00,518.23,518.49,518.23,518.49,58.45554225
134,2018-06-18 12:45:00,517.89,518.23,517.59,518.23,286.02350331
135,2018-06-18 12:46:00,517.88,517.89,517.88,517.88,51.76922301
136,2018-06-18 12:47:00,517.89,517.89,517.88,517.89,38.12106555
137,2018-06-18 12:48:00,517.28,518.27,517.25,517.89,246.24575232
138,2018-06-18 12:49:00,517.28,517.28,517.27,517.27,16.39486947
139,2018-06-18 12:50:00,515.91,517.27,515.84,517.27,201.38612245
140,2018-06-18 12:51:00,517.23,517.51,515.9,515.91,167.87412707
141,2018-06-18 12:52:00,516.72,517.23,516.08,517.23,116.65526889
142,2018-06-18 12:53:00,517.05,517.73,516.72,516.73,423.19717625
143,2018-06-18 12:54:00,517.91,518.0,517.18,517.18,35.77095118
