,Date,Close,High,Low,Open,Return,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Volume,index,level_0
0,2021-04-01 15:37:00,19.56,19.56,19.56,19.56,-5.112213077052008e-05,13.0,,,,10.0,,
1,2021-04-01 15:37:00,19.545,19.56,19.532,19.56,,,,,,24.5,,
2,2021-04-01 15:38:00,19.556,19.56,19.519,19.536,0.0005628037861344914,,,,,90.5,,
3,2021-04-01 15:39:00,19.521,19.562,19.521,19.558,-0.0017897320515443127,,,,,100.3,,
4,2021-04-01 15:40:00,19.528,19.552,19.525,19.54,0.00035858818708045526,,,,,275.7,,
