,Date,Low,High,Open,Close,Volume
0,2020-06-09 11:04:00,603.2,675.0,603.2,670.0,411.6578
1,2020-06-09 11:05:00,679.99,750.01,679.99,750.01,257.4258
2,2020-06-09 11:06:00,750.0,825.0,750.02,825.0,147.1883
3,2020-06-09 11:07:00,825.0,890.0,825.0,885.0,305.5868
4,2020-06-09 11:08:00,885.0,895.0,885.0,895.0,489.6844
5,2020-06-09 11:09:00,895.0,896.0,895.0,895.5,87.9246
6,2020-06-09 11:10:00,885.0,895.5,895.5,885.0,253.3654
7,2020-06-09 11:11:00,711.0,885.0,885.0,711.0,244.6607
8,2020-06-09 11:12:00,690.02,711.99,711.99,711.01,161.5728
9,2020-06-09 11:13:00,711.01,725.0,711.01,724.84,243.7468
10,2020-06-09 11:14:00,728.99,744.0,728.99,744.0,70.1253
11,2020-06-09 11:15:00,744.0,752.0,744.0,752.0,395.8356
12,2020-06-09 11:16:00,754.98,798.99,754.98,798.99,86.7955
13,2020-06-09 11:17:00,790.0,847.98,790.0,847.98,177.8751
14,2020-06-09 11:18:00,847.99,864.03,847.99,864.02,151.2523
15,2020-06-09 11:19:00,863.47,865.0,864.02,864.0,231.6156
16,2020-06-09 11:20:00,840.97,863.98,863.47,840.97,190.3141
17,2020-06-09 11:21:00,798.99,840.97,840.97,798.99,178.1241
18,2020-06-09 11:22:00,760.0,794.98,794.47,760.0,197.7057
19,2020-06-09 11:23:00,750.0,760.01,760.0,755.0,220.955
20,2020-06-09 11:24:00,750.0,753.25,752.0,753.25,128.9377
21,2020-06-09 11:25:00,753.0,786.81,753.0,786.81,106.3053
22,2020-06-09 11:26:00,785.0,808.64,785.0,803.22,161.5947
23,2020-06-09 11:27:00,789.0,810.33,803.22,789.0,296.1113
24,2020-06-09 11:28:00,759.98,788.16,788.16,760.0,52.003
25,2020-06-09 11:29:00,756.0,760.0,760.0,756.0,65.8173
26,2020-06-09 11:30:00,756.0,756.01,756.0,756.0,74.224
27,2020-06-09 11:31:00,754.0,756.01,756.0,754.56,133.63
28,2020-06-09 11:32:00,750.0,754.56,754.56,750.0,310.3858
29,2020-06-09 11:33:00,747.31,750.0,750.0,747.31,89.7141
30,2020-06-09 11:34:00,739.72,747.31,747.31,739.72,124.5708
31,2020-06-09 11:35:00,723.01,739.72,739.72,723.01,180.4559
32,2020-06-09 11:36:00,720.0,723.01,723.01,720.0,113.9243
33,2020-06-09 11:37:00,715.0,720.01,720.0,715.0,97.4008
34,2020-06-09 11:38:00,710.0,715.01,715.0,710.0,136.9727
35,2020-06-09 11:39:00,710.0,710.26,710.0,710.01,116.0515
36,2020-06-09 11:40:00,700.0,710.27,710.01,700.0,367.6511
37,2020-06-09 11:41:00,685.0,700.0,700.0,685.44,312.2201
38,2020-06-09 11:42:00,669.69,685.01,685.01,670.0,192.7366
39,2020-06-09 11:43:00,658.11,669.69,669.69,658.11,104.6128
40,2020-06-09 11:44:00,658.11,658.16,658.11,658.12,25.5218
41,2020-06-09 11:45:00,658.12,714.89,658.16,714.89,452.6968
42,2020-06-09 11:46:00,675.0,714.89,714.89,675.0,234.0759
43,2020-06-09 11:47:00,670.0,695.0,675.0,680.6,72.6839
